zeruch,Silicon Valley,"{""Python"":100}"
n1ncompoop,Silicon Valley CA,"{""C"":50,""CSS"":12.5,""HTML"":12.5,""Python"":12.5,""Shell"":12.5}"
MichaelMoyoMushabati,Silicon Valley,"{""Java"":4.166666666666666,""JavaScript"":16.666666666666664,""Jupyter Notebook"":4.166666666666666,""MDX"":4.166666666666666,""Python"":12.5,""Shell"":8.333333333333332,""TypeScript"":50}"
