josemzr,San Francisco Bay Area,"{""Bicep"":10.017272559975716,""C"":1.0407555906468275,""C#"":0.6071074278773161,""Dockerfile"":1.5380054839558672,""Go"":4.39784544880352,""HTML"":22.364143389713227,""Java"":2.066205952019437,""JavaScript"":21.28489732260352,""Makefile"":0.5330699366727654,""Mustache"":2.086241888523868,""PHP"":0.8838769905860924,""PowerShell"":3.133457692270018,""Python"":5.577719611066542,""Ruby"":0.590699119015767,""Shell"":19.50752810555289,""TypeScript"":4.371173480716676}"
josebarrueta,San Francisco Bay Area,"{""Go"":22.075951786503566,""Java"":67.62193737979479,""JavaScript"":3.6793252977505944,""Shell"":6.622785535951071}"
josephburton06,"San Antonio, TX","{""Jupyter Notebook"":88.29147991080866,""Python"":1.8487136982933718,""TSQL"":9.859806390897981}"
josepalafox,San Francisco,"{""C"":5.473595880482689,""CSS"":1.8062866405592874,""CodeQL"":9.031433202796437,""Go"":1.9353071148849508,""HTML"":27.094299608389317,""JavaScript"":22.014118431816318,""Kotlin"":19.901408164733578,""Makefile"":2.084176892953024,""Puppet"":2.795443610389374,""Python"":3.851640630604363,""Ruby"":4.012289822390666}"
ChiruhasBobbadi,San Jose,"{""C"":1.0482295176397454,""C++"":1.3102868970496817,""HTML"":4.9603718245452235,""Java"":36.543596573184026,""JavaScript"":44.376784910166364,""Jupyter Notebook"":3.743676848713376,""PHP"":2.382339812817603,""Python"":3.8876644198177366,""TypeScript"":1.7470491960662422}"
amdh,"San Jose, California","{""CSS"":6.9784267997769085,""Go"":5.868245359691518,""HTML"":5.814394054596569,""Java"":7.0136311992396605,""JavaScript"":12.761358604609436,""Python"":24.330938941284547,""Shell"":8.094131530608992,""TypeScript"":4.856478918365395,""XSLT"":24.28239459182698}"
gostjoke,San Jose,"{""Batchfile"":7.097840828037184,""C#"":1.4195681656074368,""C++"":5.4621989365422206,""CSS"":0.5459877560028603,""Go"":3.91187818363413,""HTML"":0.8646672378699932,""Java"":0.7342593960038466,""JavaScript"":9.740499260032541,""Jupyter Notebook"":51.06749770317512,""Python"":15.341550784052199,""R"":0.3735705698966939,""Shell"":0.47318938853581227,""TypeScript"":2.1293522484111556,""Vue"":0.8379395421988342}"
Pooshan,"San Francisco, California, United States","{""C"":3.4118189767883194,""C++"":2.143285298905715,""CSS"":0.35781252819000287,""CoffeeScript"":2.5941408293775208,""HTML"":2.6448540738921156,""Java"":16.146034177640058,""JavaScript"":6.391614211541925,""Jupyter Notebook"":0.8647136097925069,""Makefile"":0.6919630998061739,""PostScript"":0.44155588585149286,""Python"":62.82984111999844,""Vim Script"":1.482366188215726}"
Vivek-Raman,"San Jose, CA","{""C#"":37.66676241784824,""C++"":0.8360638696174854,""Dockerfile"":1.994971449927091,""Java"":21.370653440205835,""JavaScript"":8.969454971299182,""Python"":18.74006514391829,""ShaderLab"":5.968112874541218,""Shell"":2.7430857436497496,""TypeScript"":0.9541167803999129,""Vue"":0.7567133085930344}"
chepecarlos,"San Miguel, El Salvador","{""Arduino"":1.7949335562586952,""C"":0.9954374042673112,""C#"":0.4967242591723496,""C++"":17.494309430437564,""Eagle"":0.6244533543880966,""HTML"":1.1503088107149146,""Java"":0.9587715417609691,""JavaScript"":7.789291289575472,""PHP"":1.5604825069266848,""Processing"":1.7185302651159313,""Python"":64.75445856915225,""Shell"":0.6622990122297995}"
josephbarrera,San Antonio,"{""Jupyter Notebook"":52.38095238095239,""Python"":47.61904761904763}"
josesison1,"San Diego, California","{""C#"":11.60745195058034,""CSS"":17.65979742564128,""HTML"":27.795229652440167,""JavaScript"":37.32502267613394,""Ruby"":5.612498295204265}"
joselara,San Francisco Bay Area,"{""JavaScript"":22.497704315886132,""PHP"":38.567493112947666,""Shell"":5.5096418732782375,""TypeScript"":6.42791551882461,""Vue"":26.997245179063363}"
ferjoaguilar,"El Salvador, San Salvador","{""C#"":0.38723325437738415,""CSS"":3.2034751043947236,""Go"":4.064131559327504,""HTML"":10.199961735577414,""JavaScript"":11.64180738095263,""PHP"":16.084040184123786,""Python"":21.685062245133512,""Rust"":1.5222272758283377,""Svelte"":0.6377959483862797,""TypeScript"":30.57426531189845}"
AkshayKajale,San Jose,"{""C"":0.8213224786076924,""HTML"":4.1066123930384615,""Java"":77.99566517168641,""Jupyter Notebook"":12.319837179115385,""Python"":4.756562777552049}"
Vaishalik07,San Jose,"{""Go"":1.9853735466028692,""Java"":42.8976937191967,""JavaScript"":36.123525805032976,""Python"":18.99340692916745}"
joseterrera,San Francisco,"{""ApacheConf"":0.2555205623653205,""CSS"":2.9721732474997657,""HTML"":4.423560341314176,""JavaScript"":57.32559089397691,""Python"":13.481997533197454,""Shell"":0.23147156826034918,""TSQL"":1.256235564676912,""TypeScript"":20.053450288709094}"
RavirajWadnerkar,San Jose,"{""Astro"":0.8517408993644621,""C"":1.8336088805762725,""C++"":2.3933932364828348,""CSS"":0.8332951428052772,""Dart"":3.0419317834445074,""HTML"":6.743681546002371,""Java"":20.902752465447012,""JavaScript"":26.420920478379173,""Jupyter Notebook"":21.8128766910411,""Objective-C"":2.365946942679061,""Python"":12.799851933777962}"
josefdaly,San Francisco Bay Area,"{""HTML"":5.539610099822796,""Java"":0.780738066794919,""JavaScript"":46.20915637989201,""Python"":32.89292849744038,""Ruby"":14.577566956049917}"
josegallegos07,"San Francisco, CA","{""CoffeeScript"":12.85583103764922,""HTML"":7.713498622589533,""JavaScript"":53.71900826446282,""R"":6.42791551882461,""Ruby"":19.283746556473833}"
JosephRocha,"San Antonio, Texas","{""Assembly"":3.230394371934295,""C"":1.9382366231605768,""HTML"":21.092575016747453,""Java"":1.8170968342130407,""JavaScript"":10.660301427383173,""Jupyter Notebook"":10.430607801586545,""PowerShell"":14.536774673704326,""Python"":7.220463903861929,""TypeScript"":29.07354934740865}"
Prachal80,"San Jose, California","{""C++"":2.122064148305563,""CSS"":0.35967188954331575,""Go"":0.8161785185790628,""HTML"":4.303036171471917,""Java"":48.45987437536976,""JavaScript"":39.387327627881874,""Jupyter Notebook"":1.1923572211312699,""Python"":2.1108969492949368,""Swift"":1.248593098422323}"
bhargavpshah98,"San Jose, CA","{""C"":3.0979203327797094,""Java"":20.432108563899774,""JavaScript"":18.02277986193938,""Jupyter Notebook"":3.474403706555021,""Python"":50.34024925941942,""TypeScript"":4.632538275406695}"
sptl-tech,San Francisco Bay Area,"{""Go"":3.4141715214740556,""Java"":9.145102289662647,""JavaScript"":83.64720227611434,""Python"":3.79352391274895}"
josejg,"San Francisco, CA","{""Jupyter Notebook"":7.659732651072039,""Python"":60.89504909715853,""Vim Script"":31.445218251769425}"
jcrobles1989,"San Francisco, CA","{""C++"":10.610320741527813,""CSS"":3.460936391391943,""HTML"":7.986540430439089,""JavaScript"":40.061361108594696,""Python"":37.880841328046486}"
JoseMCoronado,"San Francisco, CA","{""CSS"":0.5992933904762091,""HTML"":2.1732270844110952,""JavaScript"":12.46530252190515,""Python"":81.84062172463602,""TypeScript"":2.9215552785715198}"
vedantbhoj,San Francisco Bay Area,"{""Assembly"":4.856478918365395,""CSS"":28.746070068265762,""HTML"":11.563045043727131,""Java"":11.43521022080817,""JavaScript"":35.17615712623483,""Jupyter Notebook"":0.735830139146272,""LabVIEW"":0.7141880762302052,""MATLAB"":0.8094131530608992,""Python"":0.8373239514423095,""TypeScript"":5.126283302719028}"
josedeschamps,"San Jose, CA","{""ASP"":4.453736177457459,""C"":5.418859921677863,""C#"":68.15115585118849,""C++"":1.9353071148849508,""HTML"":13.547149804194659,""JavaScript"":1.290204743256634,""Jupyter Notebook"":2.084176892953024,""Mathematica"":1.6933937255243323,""Processing"":1.4260157688625954}"
Josema996,"San Miguel de Tucuman, Argentina","{""C#"":1.5601960067429759,""CSS"":54.30753095530704,""HTML"":3.557746065227333,""JavaScript"":40.57452697272264}"
amirajnigam,San Jose,"{""C"":31.302865072503717,""C++"":23.18787641894527,""Python"":43.31251232149303,""Verilog"":2.1967461870579728}"
shrivastavshubham34,"San Jose, CA","{""CSS"":5.145238945933449,""Go"":16.261708374271265,""HTML"":3.223998828014565,""Java"":29.296794681563593,""JavaScript"":42.04555042992138,""Python"":4.026708740295742}"
JoseAAManzano,"San Sebastian, Spain","{""HTML"":7.358738501971092,""Java"":4.599211563731933,""Python"":88.04204993429697}"
sohan1998,"San Jose, California, USA","{""C"":7.046740295517549,""Java"":3.0494665606333253,""JavaScript"":56.64236961349345,""Jupyter Notebook"":10.859207481041148,""PHP"":5.6943355923374135,""Python"":16.707880456977115}"
josefalanga,"San Martin, Mendoza, Argentina","{""C"":2.4188629424438024,""C#"":30.135000824612362,""C++"":6.289043650353886,""CSS"":7.861304562942356,""Dockerfile"":40.418222449875344,""GDScript"":3.144521825176943,""Python"":4.492174035967061,""reStructuredText"":5.240869708628237}"
24thdiv,San Jose,"{""HTML"":13.340395621962786,""Java"":55.913168754084886,""JavaScript"":30.746435623952323}"
nikhillahoti,"San Jose, California","{""C"":4.697826863678365,""Haskell"":2.3489134318391827,""Java"":46.665080179205106,""JavaScript"":15.4534058109619,""Jupyter Notebook"":24.77544405487519,""Python"":6.059329659440245}"
TypeMonkey,"San Diego, CA","{""CSS"":2.8611418520598666,""Java"":79.73925541666337,""JavaScript"":8.855915256375777,""Python"":1.7882136575374166,""TypeScript"":6.7554738173635736}"
Ravjot03,"San Francisco, California","{""CSS"":0.6289278871403513,""Jupyter Notebook"":88.66954094656602,""Python"":10.70153116629364}"
Jsanchez80,"Currently in San Antonio, TX but willing to relocate.","{""HTML"":66.3574733877083,""JavaScript"":6.551087135785297,""PHP"":27.0914394765064}"
loopingrage,"San Francisco, CA","{""C"":1.9074279013732443,""C++"":2.601038047327151,""Go"":9.53713950686622,""Java"":5.364640972612249,""JavaScript"":33.24466816273526,""PHP"":2.043672751471333,""Python"":28.611418520598665,""Ruby"":2.384284876716555,""TypeScript"":14.305709260299333}"
moodalagiri,San Jose,"{""CSS"":6.181351136418903,""HTML"":67.1881654830483,""Java"":5.4807980076247595,""JavaScript"":18.981457589671873,""PHP"":2.168227783236169}"
ivan-marquez,"San Juan, Puerto Rico","{""C#"":4.601354732509846,""Go"":48.501245506620926,""JavaScript"":38.65790721985495,""Jupyter Notebook"":5.006273948970712,""Shell"":1.6687579829902373,""TypeScript"":1.5644606090533475}"
JoseMantis,San Joaquin,"{""C#"":19.283746556473833,""CSS"":6.42791551882461,""HTML"":38.567493112947666,""Java"":5.5096418732782375,""JavaScript"":20.569329660238754,""TypeScript"":9.641873278236917}"
kowshhal97,"San Jose, California.","{""C++"":2.7958587835283293,""Go"":2.562870551567635,""HTML"":4.562472850043482,""JavaScript"":77.26444505702237,""TypeScript"":12.814352757838174}"
josevazquez99,"Sevilla,San José de la Rinconada","{""CSS"":2.921303947307714,""HTML"":5.391428383394854,""Java"":36.43941265896541,""JavaScript"":28.095344703726767,""PHP"":4.514867294136836,""Python"":0.3584644537247582,""TypeScript"":22.279178558743677}"
neel-mak,San Jose,"{""C++"":1.034619563613393,""HTML"":2.2573517751564944,""Java"":91.96302039539508,""JavaScript"":1.306887869827444,""Python"":3.4381203960075837}"
monanks,San Jose,"{""C"":4.730561097107907,""JavaScript"":29.0415835433814,""PHP"":5.5189879466258915,""Python"":60.70886741288481}"
joseph-rato,San Francisco,"{""CSS"":7.99295488647638,""HTML"":6.133221004200976,""JavaScript"":63.39291201056173,""Ruby"":22.480912098760918}"
josed,San Francisco Bay Area,"{""C"":16,""HTML"":72.00000000000001,""Shell"":12.000000000000002}"
josephdrane,San Francisco Bay Area,"{""C++"":2.9073549347408654,""CSS"":31.496345126359373,""Go"":2.6430499406735137,""HTML"":1.8170968342130407,""JavaScript"":22.345631838168572,""PowerShell"":1.7102087851416856,""Python"":37.080312540702934}"
JzChannel03,"San Pedro of Macoris, Dominican Republic","{""C#"":8.233539687868578,""Dart"":13.897614826220083,""Java"":1.544179425135565,""JavaScript"":1.635013508967069,""Python"":3.08835885027113,""TypeScript"":71.60129370153757}"
JosephWinfield,"San Francisco, CA","{""HTML"":15.499254843517141,""JavaScript"":49.79000135482997,""Ruby"":31.296572280178836,""Shell"":3.4141715214740556}"
Anirudh1313,San Jose,"{""C"":18.040036072186215,""C++"":61.737576481574955,""CSS"":1.9401108707036638,""Java"":1.9767167361886389,""Jupyter Notebook"":8.810508881297933,""Python"":7.495050958048586}"
ptndoss,"San Jose, California","{""HTML"":2.3665720173506166,""Java"":74.21073919065067,""JavaScript"":1.2136266755644187,""Jupyter Notebook"":9.961064650976223,""Python"":0.4584811885465582,""Scala"":11.789516276911495}"
josephma93,"San José, Costa Rica","{""C++"":1.8791307454713464,""HTML"":2.562451016551836,""Java"":1.5659422878927889,""JavaScript"":42.03411606243459,""Objective-C"":1.6580565401217762,""Python"":19.29464604725043,""TypeScript"":31.005657300277218}"
josephpdf,"San Pedro, San José, Costa Rica","{""C#"":5.139463514090461,""CSS"":16.202551843334295,""Cairo"":2.8552575078280333,""HTML"":9.965547541570006,""Java"":6.313085593606789,""JavaScript"":6.064495839611613,""Rust"":3.2121646963065373,""TypeScript"":48.641351115499,""Vue"":1.6060823481532687}"
jar2333,"San Juan, PR","{""C"":4.784066092017466,""C#"":2.098294677012725,""C++"":2.7203231309970564,""CMake"":10.884680224026829,""Common Lisp"":3.668811736061728,""Go"":4.308519255343953,""HTML"":22.327549177490926,""Haskell"":2.643422340120801,""Java"":1.2043273637228562,""JavaScript"":1.2094089137807584,""Jupyter Notebook"":0.6047044568903792,""Lua"":7.256453482684551,""Makefile"":0.946493932524072,""OCaml"":2.0542983533063586,""Python"":11.16767139318318,""ReScript"":4.898106100812073,""Ruby"":3.248478129060638,""Rust"":1.3605850280033536,""TeX"":0.5728779065277277,""Zig"":12.04092830643261}"
josemontiel,"San Jose, California","{""C"":27.795229652440167,""CSS"":3.474403706555021,""Java"":35.38352293766282,""JavaScript"":8.647404780759164,""Jupyter Notebook"":10.809255975948954,""Python"":11.110659981389857,""Swift"":2.779522965244017}"
josemarindelafuente,San Miguel de Tucumán | Tucumán,"{""CSS"":1.4437969815865932,""HTML"":16.5392541378005,""JavaScript"":20.523229106537258,""PHP"":15.773482023833532,""Python"":45.72023775024213}"
clockwrk,San Francisco,"{""ApacheConf"":0.7503489631457517,""C"":0.5574020869082725,""C++"":2.749005746797618,""CSS"":6.089034367336824,""HTML"":0.6416085519091212,""Java"":9.75453652089477,""JavaScript"":43.861467107185,""Objective-C"":0.3363633283067163,""Python"":0.21438541804164332,""Ruby"":4.156482259974166,""TypeScript"":4.877268260447385,""Vue"":26.01209738905272}"
kunalrdeshmukh,"San Jose,CA","{""HTML"":26.205737940993636,""Haskell"":1.5415139965290374,""Java"":3.4872917069530054,""JavaScript"":2.1838114950828027,""Jupyter Notebook"":23.77169350037038,""Python"":36.258516874822746,""TeX"":6.551434485248409}"
nachiket-trivedi,"San Jose, California","{""C"":2.209020651747867,""CSS"":5.7020313292720255,""HTML"":2.358567504380702,""Java"":3.474675341275141,""JavaScript"":52.484243902051595,""Jupyter Notebook"":1.729616169879181,""Python"":32.041845101393484}"
jathinsn27,"San Jose, California","{""CSS"":21.46298729741568,""HTML"":5.2562417871222085,""Handlebars"":6.132282084975909,""JavaScript"":11.957950065703024,""Jupyter Notebook"":55.190538764783184}"
ChristopherJose707,"San Francisco, CA","{""JavaScript"":84.00000000000001,""SCSS"":16}"
imabdul,"San Jose, CA 95134","{""AspectJ"":1.297212127409386,""CSS"":15.245331097363643,""Go"":12.985980378019171,""HTML"":3.706320364026817,""Java"":54.713651757382884,""JavaScript"":5.565443638751173,""Python"":6.486060637046929}"
Francisco-Ibarra07,San Jose,"{""C"":2.5268390593127426,""C++"":1.3897614826220086,""CMake"":1.7372018532775104,""HTML"":2.138094588649244,""Java"":16.995535158999793,""JavaScript"":46.954084377157855,""Python"":9.26507655081339,""Shell"":1.853015310162678,""TypeScript"":17.14039161900477}"
joseMChavez,"San Francisco de Macoris, Duarte, Dominican Republic","{""C#"":46.70276460318138,""Go"":3.6376603269803818,""HTML"":1.1574373767664852,""JavaScript"":33.64835802456854,""TypeScript"":14.853779668503226}"
josephyaman,San José State University,"{""C#"":33.33333333333333,""Scala"":66.66666666666666}"
Joseph-Press,"San Jose, CA","{""C++"":6.289043650353886,""HTML"":34.30387445647574,""JavaScript"":19.653261407355892,""Jupyter Notebook"":4.492174035967061,""PowerShell"":10.481739417256474,""Python"":24.779907032590945}"
josem7,"San Francisco, CA","{""C"":2.9295172109136143,""CSS"":4.028086165006219,""Jupyter Notebook"":5.9078597086757885,""Python"":49.539066042013,""Ruby"":5.370781553341626,""TypeScript"":32.224689320049755}"
jochfernandez,San Salvador de Jujuy,"{""HTML"":60.52035745344715,""Java"":21.53954868557939,""TypeScript"":17.940093860973445}"
Bobthe3,San Francisco,"{""HTML"":3.4141715214740556,""JavaScript"":61.834439777807894,""Python"":21.338572009212843,""Shell"":13.412816691505217}"
chimydevs,"San Rafael, Mendoza, Argentina","{""C++"":16.79473103765016,""CSS"":1.5659422878927889,""Dart"":2.168227783236169,""HTML"":3.141580812862313,""JavaScript"":7.260277880230202,""Kotlin"":66.72032676628919,""Python"":2.3489134318391827}"
JainulP,"San Jose, California","{""C++"":3.5805210355610835,""HTML"":36.25277548505598,""Java"":15.345090152404644,""JavaScript"":36.76544099696585,""Jupyter Notebook"":8.056172330012439}"
Aishwarya8596,"San Francisco, California","{""C"":0.5809990152463278,""C++"":1.2123827689422015,""Java"":92.84334355945998,""JavaScript"":1.433204401935913,""Jupyter Notebook"":3.203821485357663,""Python"":0.7262487690579098}"
josette-seitz,"San Francisco, California","{""C#"":86.94082493349401,""JavaScript"":7.031863497349377,""ShaderLab"":6.027311569156609}"
jonicdao,"San Jose, CA","{""HTML"":9.223495434747662,""JavaScript"":85.35947519341892,""Jupyter Notebook"":0.8207081036486485,""Python"":4.596321268184768}"
joseph-hurtado,"San Diego, California","{""C"":0.1612586604439962,""C#"":0.32574249409687234,""C++"":1.880963716095054,""CSS"":3.319507923504319,""Clojure"":23.60269792423225,""CoffeeScript"":0.8628766550553221,""Dart"":0.1985002609530293,""Dockerfile"":0.2429484491366215,""Elixir"":0.8218670134014915,""Elm"":0.6159944438942342,""Erlang"":3.2668769601194,""F#"":0.07906371215943502,""Go"":12.014942381709426,""HTML"":1.0988574328444072,""Haskell"":0.10507822390221687,""Java"":1.8947219007096685,""JavaScript"":16.430383510414604,""Jupyter Notebook"":0.2017862901903629,""Kotlin"":0.16287124704843617,""Lua"":0.22028111203015013,""OCaml"":0.2858699719170294,""Objective-C"":1.607070598415566,""PHP"":0.30161342046006695,""Python"":4.636816878605813,""R"":0.3270441624049517,""Ruby"":0.90752237957901,""Rust"":16.44904303416111,""Shell"":1.9357912170005327,""Solidity"":1.1344298351223943,""Swift"":1.7948962777034525,""TypeScript"":3.0354917482108217,""XSLT"":0.07719016447793184}"
austinrafter,"San Jose, California","{""Dart"":5.370781553341626,""HTML"":6.957603375919834,""Java"":11.048464909731345,""JavaScript"":18.79773543669569,""PHP"":2.685390776670813,""Python"":6.80298996756606,""TypeScript"":48.33703398007464}"
josepablog,"San Francisco, CA","{""C++"":3.927619581989059,""JavaScript"":17.674288118950766,""Jupyter Notebook"":35.34857623790153,""Python"":38.63094403142095,""Swift"":4.418572029737692}"
MonicaGS,San Francisco Bay Area,"{""C++"":42.677144018425686,""Java"":15.973445332610758,""Python"":41.34941064896356}"
JosephCamarena,"San Diego, CA","{""C"":9.97430859906302,""C#"":4.028086165006219,""CSS"":10.741563106683252,""HTML"":48.33703398007464,""Java"":12.954976110484651,""JavaScript"":8.056172330012439,""Python"":2.685390776670813,""Vim Script"":3.222468932004976}"
JoseGonzalez99,San Lorenzo,"{""C"":3.4141715214740556,""HTML"":9.958000270965993,""Java"":15.363771846633249,""JavaScript"":45.5222869529874,""Python"":4.877387887820079,""TypeScript"":20.864381520119228}"
joserequenaidv,San Cristóbal de La Laguna,"{""Java"":66.66666666666666,""Python"":33.33333333333333}"
kalyanideshmukh11,San Francisco Bay Area,"{""HTML"":6.773574902097329,""Java"":4.741751734924225,""JavaScript"":66.61854900465333,""Jupyter Notebook"":14.791501682801242,""Python"":4.064144941258397,""R"":3.0104777342654794}"
srohilla,San Fransisco Bay Area,"{""CSS"":1.6933937255243323,""HTML"":28.38450435164595,""Java"":14.77146441216733,""JavaScript"":19.9444149895088,""Python"":14.885497814861608,""Shell"":4.515716601398219,""Swift"":15.805008104893764}"
aniketphatak09,San Jose,"{""C++"":20.241501608021846,""JavaScript"":1.5052388671327397,""Jupyter Notebook"":48.20527471992599,""Python"":28.693269824499968,""Verilog"":1.3547149804194658}"
Manish0112,San Jose,"{""C"":2.043672751471333,""Java"":10.252424969881185,""JavaScript"":67.8593158432066,""PHP"":2.200878347738359,""Python"":17.64370808770251}"
JoseYanez047,San Luis Potosi SLP Mexico,"{""C#"":19.283746556473833,""HTML"":6.42791551882461,""Jupyter Notebook"":17.355371900826448,""Kotlin"":38.567493112947666,""ShaderLab"":12.85583103764922,""Shell"":5.5096418732782375}"
kumarpawan1,San Jose,"{""HTML"":6.265911812231896,""Java"":32.800130200764926,""JavaScript"":55.563176433661546,""Swift"":5.370781553341626}"
JoseDev16,"San Salvador, El Salvador","{""Blade"":14.50111019402239,""CSS"":35.805210355610846,""HTML"":13.426953883354065,""JavaScript"":2.9295172109136143,""PHP"":30.114739424094118,""Python"":3.222468932004976}"
SMatsushi,"San Jose, CA","{""C"":20.8907839590392,""C++"":8.84612118876865,""JavaScript"":1.6136554500085454,""PHP"":5.257827341277844,""PowerShell"":13.716071325072637,""Python"":43.450554519069385,""Ruby"":2.7432142650145273,""Shell"":3.4817719517492076}"
MahiteeS,San Francisco Bay Area,"{""Java"":88.31897229490278,""JavaScript"":0.4672411082038902,""Python"":11.213786596893364}"
Chaitanyadasari,San Jose,"{""CSS"":2.2364268728775887,""Go"":1.9382366231605768,""HTML"":2.9073549347408654,""Java"":4.153364192486951,""JavaScript"":61.98319201148927,""Jupyter Notebook"":13.478073997188044,""Python"":8.457759810155244,""TypeScript"":4.845591557901442}"
MiguelCarranza,"San Francisco, CA","{""Python"":51.69027914153458,""Ruby"":48.309720858465425}"
AlexRobles00052121,San Salvador,"{""C++"":16.112344660024878,""Java"":5.370781553341626,""JavaScript"":28.465142232710615,""Kotlin"":12.212134246288697,""Python"":32.224689320049755,""TSQL"":5.614907987584427}"
AnandMuralidhar,San Jose,"{""HTML"":2.8586562047063118,""Java"":61.2039515075572,""Jupyter Notebook"":35.937392287736486}"
lejouson,San Juan de Alicante (España),"{""C"":12.85583103764922,""CMake"":38.567493112947666,""Dockerfile"":19.283746556473833,""Java"":5.5096418732782375,""Makefile"":7.713498622589533,""PowerShell"":6.42791551882461,""TeX"":9.641873278236917}"
sunnychen315,"San Jose, California","{""Java"":42.14876033057852,""JavaScript"":19.283746556473833,""Python"":38.567493112947666}"
JosephBrianChambers,San Francisco,"{""CSS"":2.6890381066085407,""HTML"":3.286602130299327,""JavaScript"":30.213263869251673,""Ruby"":59.58546458345558,""Shell"":4.225631310384849}"
josepaezsoria,"San Juan, Argentina","{""HTML"":100}"
PreethiSrinivasan,San Jose,"{""CSS"":1.3285254501396608,""HTML"":8.729136366181892,""Java"":29.39438280298969,""JavaScript"":47.517821563261286,""Jupyter Notebook"":4.045189671899608,""Objective-C"":2.524198355265356,""Python"":3.6560809510787884,""Swift"":2.804664839183728}"
anthonydo1,"San Jose, CA","{""Java"":25.014470641475178,""JavaScript"":74.98552935852481}"
adityaparmar03,"San Jose, California","{""C"":0.3293709808502189,""CSS"":1.831154960293983,""HTML"":3.8138545127654475,""Java"":4.473923933728329,""JavaScript"":63.583023336126864,""Objective-C"":0.7807312138671855,""Python"":22.964144022429807,""TypeScript"":2.223797039938181}"
alberto-salinas,San Francisco Bay Area,"{""Go"":12.731811144431337,""HTML"":4.119883503659576,""Java"":3.0650656458816186,""JavaScript"":7.009536986096054,""Jupyter Notebook"":11.458630029988205,""Python"":32.164721658884865,""Swift"":1.1574373767664852,""TypeScript"":28.292913654291862}"
bhumikatiwari16,San Francisco Bay Area,"{""HTML"":0.374879176153456,""Java"":77.5387011582835,""JavaScript"":22.08641966556306}"
josmenag,"San Jose, Costa Rica","{""C#"":13.429902563815222,""HTML"":35.194441680040335,""Java"":15.71406230530116,""JavaScript"":35.66159345084327}"
Bruce-Decker,San Jose,"{""CSS"":1.682798903510237,""HTML"":10.07073558779882,""Java"":8.291020751525437,""JavaScript"":64.47135480620638,""Jupyter Notebook"":4.465889397777167,""Python"":10.1477873272284,""Swift"":0.8704132259535708}"
sunnymui,"San Jose, CA","{""GCC Machine Description"":0.7699898236947116,""HTML"":22.675701417242482,""JavaScript"":44.905071867887074,""PHP"":0.8496439433872679,""TypeScript"":30.79959294778846}"
jidar,"San Antonio, Tx","{""CSS"":10.481739417256474,""Go"":7.861304562942356,""OpenSCAD"":4.492174035967061,""Python"":77.16478198383412}"
shohinsan,"San Jose, California","{""C#"":1.5052388671327397,""Dart"":1.5937823299052536,""Go"":16.19041541922556,""HTML"":2.6449197236760997,""Java"":4.731239439192225,""Python"":51.098898384243,""Ruby"":6.773574902097329,""Svelte"":4.19316541558406,""TeX"":2.4631181462172105,""TypeScript"":8.805647372726527}"
JoseJoy249,"San Diego, CA","{""HTML"":6.444937864009952,""Jupyter Notebook"":82.68562327803674,""MATLAB"":2.685390776670813,""Python"":8.184048081282477}"
jsdanielh,"San José, Costa Rica","{""C"":24.976341433492724,""C++"":1.7182000399937236,""JavaScript"":9.315207437776571,""Jupyter Notebook"":0.9275033954082178,""Perl"":0.6890025223032474,""Python"":35.00399598788931,""Rust"":21.370297038174776,""SCSS"":1.6076725520409108,""Shell"":3.1225644202566514,""Verilog"":1.269215172663877}"
singaltanmay,"San Jose, CA","{""C"":0.6487875539295326,""C++"":5.574606935603408,""Cuda"":3.935016660425936,""Dart"":0.7501393415844648,""EJS"":0.5044893154392225,""HTML"":2.242683614253483,""Java"":51.64939734062626,""JavaScript"":6.19774665550569,""Jupyter Notebook"":0.9422684353686308,""Kotlin"":0.7339156028680316,""Python"":3.0468895543219623,""Shell"":0.491877082553242,""TypeScript"":23.28218190752012}"
jriverac,San Francisco,"{""AppleScript"":5.541670903645271,""Arduino"":0.443615051752324,""C#"":0.40176457517191605,""CSS"":0.7604829458611269,""Dockerfile"":1.9357747712828683,""HCL"":5.937103700143885,""HTML"":1.9799240204524775,""JavaScript"":11.015397087365274,""Objective-C"":0.665422577628486,""PHP"":0.3548920414018592,""Python"":2.055246438999656,""Ruby"":33.648908366278235,""Shell"":1.2525601461242089,""Squirrel"":7.807624910840903,""Swift"":1.0529763865769448,""TypeScript"":25.146636076474593}"
JosephRHopkins88,"San Antonio, TX","{""CSS"":41.24000561088512,""Java"":32.739514658437365,""JavaScript"":8.34619161172675,""Shell"":17.674288118950766}"
madhurgor,"San Jose, California","{""C"":3.7670697307228806,""Go"":4.305222549397578,""HTML"":8.345508326524536,""Java"":2.152611274698789,""JavaScript"":22.83072564074473,""Jupyter Notebook"":25.113798204819197,""Python"":33.48506427309228}"
djj0s3,"San Francisco, CA","{""CSS"":5.458427403512007,""HTML"":5.381147134758856,""JavaScript"":12.527538303142311,""Jupyter Notebook"":7.046740295517549,""PHP"":2.3489134318391827,""Python"":60.165739761252226,""R"":2.168227783236169,""Ruby"":1.4835242727405367,""Shell"":3.4197416140011634}"
khurana3773,San Jose,"{""C++"":1.7102087851416856,""CSS"":1.9382366231605768,""HTML"":22.025416172279282,""Java"":26.60283013546769,""JavaScript"":5.4512905026391225,""Jupyter Notebook"":4.153364192486951,""OpenEdge ABL"":5.814709869481731,""Scala"":3.230394371934295,""TypeScript"":29.07354934740865}"
